ID,Test Date,Milk,PCTF,PCTP,305ME,SCC,?,Pen,Mun
1,02/18/19,65,4.4,2.8,15770,231,0,0,0,
1,03/23/19,69,4.0,2.9,16190,6,0,0,0,
1,04/25/19,62,4.4,3.0,15970,15,0,0,0,
2,02/18/19,75,3.5,2.9,17630,26,0,0,0,
2,03/23/19,77,3.1,2.7,17920,9,0,0,0,
2,04/25/19,64,4.0,2.7,16670,22,0,0,0,
7,03/21/18,55,4.0,3.6,0,79,0,0,0,
7,04/23/18,68,3.4,2.6,17480,16,0,0,0,
7,05/24/18,51,3.3,2.5,15150,33,0,0,0,
7,06/28/18,58,3.6,2.6,17050,8,0,0,0,
7,07/05/18,58,3.6,2.6,17410,13,0,0,0,
7,07/11/18,54,3.5,2.6,17050,13,0,0,0,
7,07/18/18,53,3.2,2.6,17150,45,0,0,11,
7,07/26/18,57,3.4,2.5,17910,22,0,0,15,
7,08/01/18,56,3.5,2.6,17790,26,0,0,15,
7,09/05/18,64,4.2,2.8,19890,16,0,0,13,
7,10/05/18,48,4.2,3.2,18630,13,0,0,13,
7,12/10/18,57,3.7,2.9,20160,14,0,0,0,
7,01/10/19,55,3.8,3.0,20270,14,0,0,0,
7,02/18/19,41,4.6,3.2,20340,20,0,0,0,
7,03/23/19,42,4.0,3.1,20340,37,0,0,0,
7,04/25/19,0,0.0,0.0,20290,0,0,0,0,
544,01/10/19,59,3.9,2.9,15290,144,0,0,0,
544,02/18/19,82,4.2,2.7,18240,79,0,0,0,
544,03/23/19,73,3.3,2.6,18210,49,0,0,0,
544,04/25/19,69,4.5,2.8,18630,163,0,0,0,
585,03/23/19,83,3.7,2.9,18310,588,0,0,0,
585,04/25/19,79,4.4,2.6,17640,316,0,0,0,
591,12/10/18,88,3.2,2.8,18670,45,0,0,0,
591,01/10/19,92,2.7,2.4,19900,15,0,0,0,
591,02/18/19,58,3.3,2.5,16720,12,0,0,0,
591,03/23/19,44,3.0,2.7,15440,37,0,0,0,
591,04/25/19,37,3.8,2.8,14840,49,0,0,0,
607,03/21/18,79,4.4,4.2,0,121,0,0,0,
607,04/23/18,87,3.8,2.6,17250,17,0,0,0,
607,05/24/18,89,3.7,2.7,18570,37,0,0,0,
607,06/28/18,85,4.6,2.8,19520,35,0,0,0,
607,07/05/18,71,3.4,2.8,18500,48,0,0,0,
607,07/11/18,71,3.6,2.7,18640,58,0,0,0,
607,07/18/18,79,4.4,2.7,19750,69,0,0,14,
607,07/26/18,61,3.8,2.6,18140,94,0,0,19,
607,08/01/18,67,3.5,2.7,18950,53,0,0,19,
607,09/05/18,72,4.4,2.7,20560,42,0,0,14,
607,10/05/18,70,5.3,3.4,21350,69,0,0,18,
607,12/10/18,0,0.0,0.0,21340,0,1,0,0,
607,01/10/19,0,0.0,0.0,21340,0,1,0,0,
607,02/18/19,58,4.6,3.6,20550,31,0,0,0,
607,03/23/19,59,7.4,3.6,22000,54,0,0,0,
607,04/25/19,40,5.4,3.6,21880,71,0,0,0,
611,09/05/18,74,3.7,2.9,17120,93,0,0,15,
611,10/05/18,60,4.3,2.5,15390,46,0,0,15,
611,11/07/18,54,3.9,2.5,14910,56,0,0,0,
611,12/10/18,47,3.7,2.6,14470,70,0,0,0,
611,01/10/19,51,3.3,2.6,15480,67,0,0,0,
611,02/18/19,58,4.1,2.7,17140,89,0,0,0,
611,03/23/19,52,3.0,2.8,17100,82,0,0,0,
611,04/25/19,27,0.0,0.0,15510,0,1,0,0,
616,01/10/19,78,4.6,3.5,16750,38,0,0,0,
616,02/18/19,85,4.2,2.7,17890,26,0,0,0,
616,03/23/19,69,1.8,2.7,16830,16,0,0,0,
616,04/25/19,84,4.9,2.6,19300,25,0,0,0,
634,05/16/17,53,4.8,3.7,13560,54,0,0,0,
634,06/12/17,70,3.2,2.7,14900,95,0,0,0,
634,07/17/17,66,2.9,2.5,14720,62,0,0,0,
634,08/16/17,59,4.1,2.6,14500,91,0,0,0,
634,09/21/17,56,4.1,2.8,15200,80,0,0,0,
634,10/24/17,44,3.9,2.9,14450,60,0,0,0,
634,11/21/17,53,3.6,2.8,15840,62,0,0,0,
634,12/19/17,47,4.0,3.1,15980,50,0,0,0,
634,01/19/18,58,4.2,3.1,17210,47,0,0,0,
634,02/17/18,49,4.3,3.2,17140,55,0,0,0,
634,03/21/18,51,3.9,3.2,17260,34,0,0,0,
634,10/05/18,24,6.0,3.9,17260,76,0,0,14,
634,01/10/19,41,4.7,3.7,17260,37,0,0,0,
634,02/18/19,39,5.1,3.6,17260,79,0,0,0,
634,03/23/19,38,4.8,3.8,17260,52,0,0,0,
634,04/25/19,35,5.4,3.8,17260,115,0,0,0,
636,12/10/18,61,3.8,2.7,14020,48,0,0,0,
636,01/10/19,74,3.3,2.7,15390,12,0,0,0,
636,02/18/19,63,3.7,2.8,15080,23,0,0,0,
636,03/23/19,63,3.3,2.8,15820,16,0,0,0,
636,04/25/19,72,4.0,2.9,17500,34,0,0,0,
642,12/10/18,72,4.3,2.6,15570,38,0,0,0,
642,01/10/19,86,3.1,2.4,17660,20,0,0,0,
642,02/18/19,75,4.1,2.6,17500,29,0,0,0,
642,03/23/19,71,3.6,2.7,18020,52,0,0,0,
642,04/25/19,67,4.6,2.7,18300,43,0,0,0,
645,01/19/18,58,5.4,3.9,0,536,0,0,0,
645,02/17/18,80,2.8,2.6,16060,20,0,0,0,
645,03/21/18,79,3.5,2.6,16180,18,0,0,0,
645,04/23/18,65,3.6,2.7,15520,12,0,0,0,
645,05/24/18,70,3.1,3.0,16690,28,0,0,0,
645,06/28/18,65,3.8,2.9,16970,30,0,0,0,
645,07/05/18,64,3.7,2.7,17100,14,0,0,0,
645,07/11/18,65,3.8,2.8,17350,28,0,0,0,
645,07/18/18,79,3.9,2.7,18770,17,0,0,15,
645,07/26/18,61,3.5,2.7,17500,16,0,0,22,
645,08/01/18,58,3.9,2.7,17390,28,0,0,24,
645,12/10/18,51,4.5,3.5,19190,26,0,0,0,
645,01/10/19,47,4.5,3.5,19190,30,0,0,0,
645,02/18/19,51,5.2,3.7,18980,35,0,0,0,
645,03/23/19,52,4.5,3.7,19150,32,0,0,0,
645,04/25/19,45,5.0,3.6,18970,79,0,0,0,
656,10/05/18,86,4.5,3.4,18400,30,0,0,13,
656,11/07/18,62,3.3,2.9,15300,35,0,0,0,
656,12/10/18,64,5.0,2.9,16100,264,0,0,0,
656,01/10/19,43,2.6,3.4,13800,173,0,0,0,
656,02/18/19,53,4.5,3.4,15310,532,0,0,0,
656,03/23/19,40,3.6,3.5,14320,278,0,0,0,
656,04/25/19,40,4.4,3.5,14690,352,0,0,0,
664,06/28/18,35,5.9,3.3,11040,602,0,0,0,
664,07/05/18,39,3.7,2.7,11640,133,0,0,0,
664,07/11/18,45,5.1,2.6,11980,105,0,0,0,
664,07/18/18,60,4.1,2.7,13500,24,0,0,11,
664,07/26/18,71,3.5,2.8,14790,18,0,0,13,
664,08/01/18,60,2.8,2.8,13560,22,0,0,15,
664,09/05/18,64,2.9,3.1,14740,30,0,0,11,
664,10/05/18,54,4.4,3.2,14190,1083,0,0,11,
664,11/07/18,58,3.3,3.4,15440,74,0,0,0,
664,12/10/18,57,2.8,3.4,16080,179,0,0,0,
664,01/10/19,61,3.5,3.3,17070,181,0,0,0,
664,02/18/19,61,4.0,3.4,17790,173,0,0,0,
664,03/23/19,55,3.4,3.3,17910,205,0,0,0,
664,04/25/19,52,4.4,3.2,18050,227,0,0,0,
666,03/21/18,64,4.1,4.2,0,49,0,0,0,
666,04/23/18,80,3.5,2.4,15640,82,0,0,0,
666,05/24/18,93,3.9,2.8,18120,20,0,0,0,
666,06/28/18,62,2.9,2.8,15870,19,0,0,0,
666,07/05/18,67,3.5,2.7,16800,16,0,0,0,
666,07/11/18,67,3.9,2.7,16930,34,0,0,0,
666,07/18/18,69,3.5,2.7,17260,25,0,0,15,
666,07/26/18,65,3.8,2.8,17090,40,0,0,16,
666,08/01/18,65,4.1,2.8,17200,114,0,0,17,
666,09/05/18,66,4.6,3.0,18320,275,0,0,14,
666,10/05/18,56,4.8,3.3,18220,297,0,0,14,
666,12/10/18,51,4.2,3.4,19190,88,0,0,0,
666,01/10/19,53,4.4,3.4,19400,67,0,0,0,
666,02/18/19,46,5.4,3.9,19460,77,0,0,0,
666,03/23/19,32,4.9,4.0,19460,161,0,0,0,
666,04/25/19,0,0.0,0.0,19390,0,0,0,0,
667,01/10/19,97,3.7,2.6,18450,97,0,0,0,
667,02/18/19,94,3.6,2.4,19080,1403,0,0,0,
667,03/23/19,87,2.9,2.6,19690,386,0,0,0,
667,04/25/19,79,4.1,2.6,19650,405,0,0,0,
670,04/23/18,67,3.6,2.6,13880,12,0,0,0,
670,05/24/18,65,2.4,2.9,14060,8,0,0,0,
670,06/28/18,56,3.4,3.0,13690,9,0,0,0,
670,07/05/18,52,2.7,2.8,13610,16,0,0,0,
670,07/11/18,58,3.7,2.9,14260,18,0,0,0,
670,07/18/18,62,4.7,2.8,14750,33,0,0,11,
670,07/26/18,43,1.9,2.9,12970,17,0,0,13,
670,08/01/18,65,4.5,2.8,15230,21,0,0,13,
670,09/05/18,32,1.9,2.9,12700,30,0,0,11,
670,10/05/18,54,3.9,3.3,15100,29,0,0,13,
670,11/07/18,45,3.5,3.1,15040,53,0,0,0,
670,12/10/18,49,4.0,3.1,15700,41,0,0,0,
670,01/10/19,33,2.5,3.2,15510,36,0,0,0,
670,02/18/19,49,4.7,3.2,15570,78,0,0,0,
670,03/23/19,20,5.4,3.2,15570,77,0,0,0,
670,04/25/19,0,0.0,0.0,15570,0,0,0,0,
675,04/25/19,86,3.6,2.8,17060,11,0,0,0,
676,04/25/19,0,0.0,0.0,0,0,0,0,0,
682,03/21/18,81,2.5,2.6,17120,60,0,0,0,
682,04/23/18,51,3.4,2.3,13040,147,0,0,0,
682,05/24/18,51,3.7,2.5,13470,155,0,0,0,
682,06/28/18,49,3.5,2.6,13400,166,0,0,0,
682,07/05/18,46,3.3,2.5,13310,218,0,0,0,
682,07/11/18,45,3.5,2.4,13230,177,0,0,0,
682,07/18/18,46,3.7,2.4,13310,361,0,0,15,
682,07/26/18,51,3.6,2.5,13900,372,0,0,16,
682,08/01/18,44,3.4,2.5,12800,258,0,0,17,
682,09/05/18,42,4.5,2.7,13490,219,0,0,14,
682,10/05/18,36,4.4,3.2,13590,211,0,0,13,
682,12/10/18,41,4.3,3.3,14680,371,0,0,0,
682,01/10/19,43,4.2,3.2,14810,144,0,0,0,
682,02/18/19,34,5.2,3.7,14810,2284,0,0,0,
682,03/23/19,42,5.2,3.5,14810,522,0,0,0,
682,04/25/19,40,5.0,3.6,14790,239,0,0,0,
685,04/23/18,57,3.1,2.5,12760,101,0,0,0,
685,05/24/18,82,2.5,2.5,15590,27,0,0,0,
685,06/28/18,76,3.4,2.4,16180,76,0,0,0,
685,07/05/18,64,3.0,2.4,15330,28,0,0,0,
685,07/11/18,67,2.6,2.6,15660,47,0,0,0,
685,07/18/18,72,2.9,2.5,16390,38,0,0,15,
685,07/26/18,63,2.6,2.7,15840,113,0,0,19,
685,08/01/18,72,2.7,2.6,16840,42,0,0,19,
685,09/05/18,62,2.6,2.8,16960,47,0,0,18,
685,10/05/18,56,3.5,3.2,17190,58,0,0,16,
685,11/07/18,50,2.7,3.3,17410,562,0,0,0,
685,12/10/18,49,3.3,3.2,17860,173,0,0,0,
685,01/10/19,55,3.4,3.2,18260,103,0,0,0,
685,02/18/19,44,4.3,3.4,18320,179,0,0,0,
685,03/23/19,46,3.7,3.4,18320,140,0,0,0,
685,04/25/19,27,4.6,3.7,18320,706,0,0,0,
687,02/17/18,73,3.2,2.9,0,28,0,0,0,
687,03/21/18,77,2.6,2.7,16990,54,0,0,0,
687,04/23/18,67,3.2,2.6,15730,24,0,0,0,
687,05/24/18,74,2.5,3.0,17360,42,0,0,0,
687,06/28/18,62,2.8,2.9,16800,30,0,0,0,
687,07/05/18,58,2.9,2.9,16420,40,0,0,0,
687,07/11/18,60,2.9,2.9,16850,71,0,0,0,
687,07/18/18,51,2.8,2.9,16030,43,0,0,13,
687,07/26/18,61,2.6,2.9,17090,56,0,0,15,
687,08/01/18,56,3.2,2.8,16770,95,0,0,16,
687,09/05/18,48,2.3,3.1,16740,39,0,0,13,
687,12/10/18,39,3.4,3.5,17780,62,0,0,0,
687,01/10/19,41,3.9,3.4,17840,77,0,0,0,
687,02/18/19,29,3.9,3.2,17840,90,0,0,0,
687,03/23/19,36,3.5,3.4,17850,53,0,0,0,
687,04/25/19,32,4.2,3.5,17910,131,0,0,0,
691,01/10/19,92,3.7,3.0,17950,24,0,0,0,
691,02/18/19,80,3.4,2.7,17110,12,0,0,0,
691,03/23/19,69,3.3,2.8,16800,9,0,0,0,
691,04/25/19,67,4.1,2.8,17130,11,0,0,0,
693,09/05/18,68,4.7,3.4,16400,90,0,0,10,
693,10/05/18,86,3.3,2.7,18750,16,0,0,11,
693,11/07/18,83,3.1,2.5,19620,44,0,0,0,
693,12/10/18,78,3.3,2.6,20610,70,0,0,0,
693,01/10/19,68,3.5,2.5,20570,73,0,0,0,
693,02/18/19,70,3.5,3.0,22100,77,0,0,0,
693,03/23/19,69,3.0,2.9,22870,68,0,0,0,
693,04/25/19,62,3.8,2.9,23080,87,0,0,0,
697,04/25/19,37,6.5,3.9,0,8,0,0,0,
699,01/19/18,54,3.9,3.5,14740,65,0,0,0,
699,02/17/18,87,3.5,2.5,18580,23,0,0,0,
699,03/21/18,73,2.6,2.6,17130,24,0,0,0,
699,04/23/18,65,3.1,2.7,17030,10,0,0,0,
699,05/24/18,68,3.4,2.7,18110,11,0,0,0,
699,06/28/18,58,3.5,2.8,17700,10,0,0,0,
699,07/05/18,60,3.6,2.7,18130,11,0,0,0,
699,07/11/18,58,3.9,2.8,18110,11,0,0,0,
699,07/18/18,56,3.4,2.8,18100,11,0,0,16,
699,07/26/18,57,3.7,2.8,18370,15,0,0,20,
699,08/01/18,51,3.7,2.8,18000,17,0,0,20,
699,12/10/18,59,3.9,3.4,20140,28,0,0,0,
699,01/10/19,47,4.0,3.3,20140,40,0,0,0,
699,02/18/19,51,4.7,3.5,19780,35,0,0,0,
699,03/23/19,50,4.3,3.6,19820,44,0,0,0,
699,04/25/19,40,4.9,3.7,19980,42,0,0,0,
700,10/05/18,70,4.2,3.3,16890,534,0,0,8,
700,11/07/18,83,3.1,2.4,18980,186,0,0,0,
700,12/10/18,72,3.2,2.4,18270,15,0,0,0,
700,01/10/19,74,3.2,2.6,19410,14,0,0,0,
700,02/18/19,73,3.9,2.7,20480,114,0,0,0,
700,03/23/19,69,3.5,2.8,20870,12,0,0,0,
700,04/25/19,67,4.4,2.8,21480,22,0,0,0,
701,09/21/17,64,3.8,2.6,15180,35,0,0,0,
701,10/24/17,52,4.4,2.9,13880,72,0,0,0,
701,11/21/17,60,4.2,3.0,15620,76,0,0,0,
701,12/19/17,50,4.5,3.4,15030,90,0,0,0,
701,01/19/18,50,5.1,3.6,15470,92,0,0,0,
701,02/17/18,47,5.0,3.7,15730,63,0,0,0,
701,03/21/18,47,4.9,3.8,16200,74,0,0,0,
701,04/23/18,42,5.2,3.8,16290,53,0,0,0,
701,05/24/18,46,5.2,3.7,16830,112,0,0,0,
701,06/28/18,46,5.3,3.6,17010,93,0,0,0,
701,07/05/18,39,4.6,3.7,17010,85,0,0,0,
701,12/10/18,28,5.9,4.7,17010,225,0,0,0,
701,01/10/19,24,5.8,4.7,17010,310,0,0,0,
701,02/18/19,17,6.7,4.8,17010,735,0,0,0,
701,03/23/19,16,5.9,4.7,17010,319,0,0,0,
701,04/25/19,10,6.8,5.1,17010,229,0,0,0,
708,12/19/17,85,3.0,3.2,18950,51,0,0,0,
708,01/19/18,77,3.4,2.4,18110,10,0,0,0,
708,02/17/18,84,3.3,2.6,19480,14,0,0,0,
708,03/21/18,75,2.3,2.7,19510,8,0,0,0,
708,04/23/18,70,3.2,2.7,19570,9,0,0,0,
708,05/24/18,65,2.7,2.9,19990,9,0,0,0,
708,06/28/18,60,3.8,2.8,20560,27,0,0,0,
708,07/05/18,58,3.3,2.7,20580,17,0,0,0,
708,07/11/18,54,3.4,2.7,20460,23,0,0,0,
708,07/18/18,51,3.8,2.7,20380,28,0,0,15,
708,07/26/18,57,4.3,2.7,20990,28,0,0,16,
708,12/10/18,51,3.7,3.2,21930,86,0,0,0,
708,01/10/19,55,4.1,3.3,22070,36,0,0,0,
708,02/18/19,51,5.0,3.3,22100,77,0,0,0,
708,03/23/19,52,4.4,3.4,22090,48,0,0,0,
708,04/25/19,0,0.0,0.0,21980,0,0,0,0,
711,03/23/19,77,2.8,2.7,16560,15,0,0,0,
711,04/25/19,84,3.4,2.6,17390,8,0,0,0,
713,03/21/18,66,3.1,3.1,16140,24,0,0,0,
713,04/23/18,68,3.3,2.7,15470,14,0,0,0,
713,05/24/18,61,2.1,3.1,15420,12,0,0,0,
713,06/28/18,58,4.3,3.1,15730,36,0,0,0,
713,07/05/18,52,2.9,3.1,15470,16,0,0,0,
713,07/11/18,52,4.0,3.1,15560,35,0,0,0,
713,07/18/18,56,3.2,3.0,16050,23,0,0,11,
713,07/26/18,53,3.3,3.1,15830,30,0,0,14,
713,08/01/18,53,4.8,3.0,15940,40,0,0,14,
713,09/05/18,52,4.1,3.3,16670,43,0,0,11,
713,10/05/18,44,4.4,3.7,16520,62,0,0,13,
713,11/07/18,43,3.5,3.5,17080,53,0,0,0,
713,12/10/18,41,4.2,3.6,17320,110,0,0,0,
713,01/10/19,35,4.5,3.7,17410,154,0,0,0,
713,02/18/19,0,0.0,0.0,17410,0,0,0,0,
716,07/18/18,60,4.3,4.1,0,412,0,0,11,
716,07/26/18,72,3.9,3.2,17510,229,0,0,14,
716,08/01/18,76,4.1,2.8,17980,168,0,0,13,
716,09/05/18,82,3.4,2.6,19160,60,0,0,12,
716,10/05/18,68,3.5,2.8,18710,63,0,0,15,
716,11/07/18,62,3.2,2.7,19000,52,0,0,0,
716,12/10/18,61,3.4,2.7,19870,55,0,0,0,
716,01/10/19,41,3.8,2.7,18100,59,0,0,0,
716,02/18/19,53,3.7,2.9,19970,173,0,0,0,
716,03/23/19,55,3.6,2.8,20670,46,0,0,0,
716,04/25/19,0,0.0,0.0,20670,0,0,0,0,
717,10/05/18,38,5.6,3.6,12230,62,0,0,11,
717,11/07/18,71,3.2,2.8,16240,24,0,0,0,
717,12/10/18,61,3.9,2.8,15320,25,0,0,0,
717,01/10/19,64,4.1,3.0,16330,22,0,0,0,
717,02/18/19,58,5.0,3.0,16290,29,0,0,0,
717,03/23/19,63,3.9,3.0,17470,12,0,0,0,
717,04/25/19,62,4.7,3.1,18170,371,0,0,0,
719,03/23/19,73,3.8,2.9,16550,370,0,0,0,
719,04/25/19,77,3.4,2.5,16570,626,0,0,0,
720,04/23/18,72,4.8,3.8,0,336,0,0,0,
720,05/24/18,87,2.4,2.4,18760,17,0,0,0,
720,06/28/18,69,2.5,2.4,16850,20,0,0,0,
720,07/05/18,79,3.1,2.2,18320,27,0,0,0,
720,07/11/18,73,2.9,2.3,18000,69,0,0,0,
720,07/18/18,76,3.0,2.4,18450,25,0,0,13,
720,07/26/18,76,2.7,2.3,18900,27,0,0,16,
720,08/01/18,65,2.8,2.3,17720,65,0,0,18,
720,09/05/18,74,2.9,2.6,19970,50,0,0,15,
720,10/05/18,64,3.3,2.8,19970,38,0,0,14,
720,11/07/18,69,3.4,2.7,21480,24,0,0,0,
720,12/10/18,66,3.3,2.7,22240,43,0,0,0,
720,01/10/19,74,3.5,2.8,23290,51,0,0,0,
720,02/18/19,63,3.8,3.1,23240,38,0,0,0,
720,03/23/19,54,3.7,3.1,23300,51,0,0,0,
720,04/25/19,0,0.0,0.0,23300,0,0,0,0,
721,04/23/18,68,3.2,2.4,17520,46,0,0,0,
721,05/24/18,74,3.1,2.6,19280,29,0,0,0,
721,06/28/18,60,3.6,2.7,18220,50,0,0,0,
721,07/05/18,52,3.8,2.7,17350,69,0,0,0,
721,07/11/18,62,3.3,2.7,19120,98,0,0,0,
721,07/18/18,58,3.4,2.7,18570,64,0,0,14,
721,07/26/18,59,3.7,2.6,19150,133,0,0,14,
721,08/01/18,53,3.4,2.7,18380,103,0,0,16,
721,09/05/18,50,4.2,2.9,18670,54,0,0,12,
721,10/05/18,44,4.6,3.4,18390,183,0,0,14,
721,11/07/18,50,4.3,3.5,19460,45,0,0,0,
721,12/10/18,49,4.2,3.5,19770,85,0,0,0,
721,01/10/19,41,4.7,3.7,19720,303,0,0,0,
721,02/18/19,41,5.8,3.6,19820,546,0,0,0,
721,03/23/19,42,4.9,4.0,19820,96,0,0,0,
721,04/25/19,42,5.5,3.9,19820,54,0,0,0,
722,10/05/18,66,2.6,3.0,16660,13,0,0,14,
722,11/07/18,60,3.1,3.0,15890,36,0,0,0,
722,12/10/18,59,3.0,3.1,16520,30,0,0,0,
722,01/10/19,43,3.8,2.7,14570,36,0,0,0,
722,02/18/19,46,3.5,3.2,15420,32,0,0,0,
722,03/23/19,61,3.3,3.2,17430,23,0,0,0,
722,04/25/19,45,3.8,3.1,16730,34,0,0,0,
723,02/18/19,65,4.7,2.7,15650,35,0,0,0,
723,03/23/19,63,3.4,2.8,15520,17,0,0,0,
723,04/25/19,52,4.5,2.9,14720,13,0,0,0,
724,03/23/19,52,4.4,4.3,0,30,0,0,0,
724,04/25/19,57,4.3,2.9,13910,30,0,0,0,
726,02/17/18,75,3.3,2.5,20550,19,0,0,0,
726,03/21/18,68,2.7,2.5,19430,34,0,0,0,
726,04/23/18,67,3.0,2.4,20190,57,0,0,0,
726,05/24/18,70,3.0,2.7,21550,36,0,0,0,
726,06/28/18,60,3.3,2.7,21100,15,0,0,0,
726,07/05/18,60,3.5,2.6,21220,21,0,0,0,
726,07/11/18,60,3.5,2.7,21470,38,0,0,0,
726,07/18/18,60,3.3,2.7,21580,74,0,0,14,
726,07/26/18,59,2.8,2.6,21700,88,0,0,18,
726,08/01/18,56,3.4,2.7,21510,32,0,0,17,
